row_num,country,year,disease_name,country_pop,incidence_rate_pct,prevalence_rate_pct,mortality_rate_per_100_people_pct,population_affected,pop_affected_male,pop_affected_female,ages_0_18_pct,ages_19_35_pct,ages_36_60_pct,ages_61_plus_pct,pop_affected_urban_pct,pop_affected_rural_pct,healthcare_access_pct,doctors_per_1000,hospital_beds_per_1000,treatment_type,recovery_rate_pct,dalys,improvement_in_5_years_pct,average_annual_treatment_cost_usd,availability_of_vaccines_treatment,composite_health_index,per_capita_income_usd,education_index,urbanization_rate_pct
551.0,Saudi Arabia,2023.0,Zika,33702731.0,0.01,0.0,0.0,2479.0,1247.0,1232.0,18.0,30.0,10.0,42.0,85.0,15.0,82.19,1.59,4.63,Vaccination,99.89,0.0,2.94,680.0,Medium,76.07,32093.96,0.8,84.8
552.0,Canada,2002.0,Rabies,31359199.0,0.01,0.01,0.4814,3136.0,2016.0,1120.0,14.0,25.0,37.0,24.0,77.0,23.0,84.25,4.83,8.86,Medication,17.15,0.2,,1117.0,Medium,79.6,24104.48,0.86,77.3
553.0,Turkey,2018.0,Diabetes,81407204.0,0.63,9.09,0.1101,512865.0,271818.0,241047.0,6.0,15.0,40.0,39.0,74.0,26.0,70.82,1.86,4.18,Medication,72.61,34.62,-43.25,1394.0,Medium,69.02,9227.78,0.78,74.0
554.0,South Korea,2021.0,Cancer,51769539.0,0.63,8.32,0.1932,326148.0,170902.0,155246.0,4.0,10.0,35.0,51.0,82.0,18.0,85.18,3.4,5.88,Surgery,68.8,40.95,-34.72,32183.0,High,80.05,37461.4,0.88,81.6
555.0,South Korea,2003.0,Polio,47892330.0,0.0,0.0,0.0429,2255.0,1143.0,1112.0,42.0,20.0,10.0,28.0,79.0,21.0,69.93,2.79,4.65,Medication,84.03,0.0,,262.0,High,71.9,15332.21,0.81,78.5
556.0,Italy,2006.0,Tuberculosis,58399861.0,0.21,1.81,0.1392,122640.0,74933.0,47707.0,16.0,23.0,35.0,25.0,68.0,32.0,81.36,4.34,4.53,Medication,80.77,7.64,-19.52,650.0,High,75.93,33334.74,0.77,67.9
557.0,Japan,2000.0,HIV/AIDS,126843000.0,0.29,1.92,0.18,367845.0,200843.0,167002.0,8.0,29.0,39.0,24.0,91.0,9.0,87.94,4.49,7.14,Therapy,75.24,11.01,,1452.0,Low,81.93,39112.38,0.82,91.0
558.0,South Africa,2002.0,COVID-19,48019415.0,3.12,4.17,0.2725,1498206.0,837497.0,660709.0,19.0,26.0,30.0,25.0,59.0,41.0,50.42,1.07,4.86,Medication,65.87,37.89,,94.0,,48.37,2688.24,0.65,58.8
559.0,Canada,2012.0,Zika,34713395.0,0.01,0.0,0.0265,2418.0,1185.0,1233.0,21.0,30.0,14.0,35.0,79.0,21.0,87.95,4.75,8.4,Medication,100.0,0.0,27.06,1003.0,,84.28,52354.83,0.89,79.0
560.0,Indonesia,2009.0,Dengue,243220028.0,4.51,6.48,0.0784,10969223.0,5901442.0,5067781.0,33.0,35.0,25.0,7.0,48.0,52.0,57.25,0.54,1.45,Medication,84.88,57.53,69.89,74.0,Low,56.65,2362.08,0.59,47.9
561.0,Italy,2002.0,Malaria,57089824.0,0.01,0.0,0.0553,3337.0,1709.0,1628.0,32.0,29.0,29.0,9.0,67.0,33.0,79.3,2.95,10.16,Medication,87.33,0.0,,874.0,High,73.49,22322.05,0.73,67.3
562.0,South Africa,2020.0,Ebola,60562381.0,0.0,0.0,1.0005,710.0,377.0,333.0,11.0,24.0,35.0,30.0,66.0,34.0,62.19,1.8,3.74,Therapy,29.26,0.0,-47.28,6268.0,Medium,53.28,5585.83,0.74,65.6
563.0,Indonesia,2005.0,HIV/AIDS,230871650.0,0.19,1.38,0.3385,438656.0,248718.0,189938.0,13.0,31.0,35.0,21.0,45.0,55.0,52.72,0.19,0.54,Therapy,64.73,7.95,64.6,65.0,Medium,53.87,1318.36,0.56,45.3
564.0,Indonesia,2021.0,Influenza,276758053.0,2.23,2.48,0.0664,6171705.0,3295690.0,2876015.0,26.0,24.0,30.0,20.0,56.0,44.0,67.65,0.72,1.31,Medication,89.48,21.76,-7.81,26.0,Medium,61.47,4287.17,0.67,55.7
565.0,Germany,2014.0,Parkinson's Disease,80982500.0,,,,,,,,,,,,,84.23,3.45,8.66,Therapy,74.93,0.0,-11.06,16959.0,Medium,79.29,48734.23,0.94,76.8
566.0,Germany,2002.0,Hepatitis,82488495.0,0.19,1.49,0.1047,156728.0,91999.0,64729.0,2.0,14.0,39.0,44.0,75.0,25.0,82.2,4.61,6.62,Medication,77.51,5.88,,997.0,High,77.13,25617.08,0.89,75.3
567.0,India,2024.0,Leprosy,1450935791.0,0.06,0.33,,870561.0,557159.0,313402.0,14.0,21.0,40.0,26.0,36.0,64.0,67.17,0.53,1.3,Medication,81.0,1.8,-14.24,2628.0,Low,60.33,2486.51,0.57,36.0
568.0,South Africa,2022.0,Asthma,62378410.0,0.66,12.66,0.0,411698.0,201320.0,210378.0,26.0,24.0,25.0,25.0,66.0,34.0,64.09,1.15,2.54,Medication,82.08,49.93,-11.04,70.0,High,54.6,6496.97,0.78,66.4
569.0,Canada,2016.0,Cancer,36110803.0,0.75,14.59,0.1577,270831.0,136499.0,134332.0,1.0,10.0,39.0,50.0,80.0,20.0,89.03,2.89,8.91,Surgery,67.69,64.84,24.23,30502.0,High,85.59,42031.79,0.9,79.7
570.0,Russia,2017.0,Cholera,145293260.0,0.01,0.0,0.1839,9987.0,5353.0,4634.0,25.0,30.0,25.0,20.0,74.0,26.0,69.38,2.29,1.38,Medication,82.72,0.0,-14.52,213.0,Medium,62.53,10768.41,0.83,74.4
571.0,France,2013.0,Asthma,65997932.0,0.32,5.09,0.0204,211193.0,95670.0,115523.0,21.0,25.0,29.0,25.0,79.0,21.0,81.99,3.27,7.39,Medication,98.87,25.61,26.72,1094.0,High,75.9,42338.74,0.8,79.0
572.0,Argentina,2019.0,Polio,44973465.0,0.01,0.0,0.05,3265.0,1698.0,1567.0,41.0,19.0,10.0,29.0,91.0,9.0,69.11,2.06,3.83,Vaccination,83.36,0.0,-6.28,10.0,Medium,61.87,9955.97,0.87,91.5
573.0,Japan,2005.0,Alzheimer's Disease,127773000.0,,,,,,,,,,,,,88.92,4.06,4.1,Therapy,62.86,0.0,27.38,18962.0,Medium,83.34,37771.41,0.83,91.2
574.0,Argentina,2005.0,Dengue,39216789.0,7.57,8.19,0.0667,2968711.0,1508105.0,1460606.0,33.0,36.0,25.0,6.0,90.0,10.0,62.87,1.93,2.13,Medication,89.28,85.63,37.94,64.0,Medium,58.58,5115.72,0.78,89.7
575.0,Germany,2005.0,COVID-19,82469422.0,3.79,4.29,0.1069,3125591.0,1653438.0,1472153.0,12.0,24.0,35.0,30.0,76.0,24.0,83.01,3.1,6.92,Medication,83.09,41.98,10.18,3163.0,,78.11,35265.19,0.92,75.7
576.0,Mexico,2022.0,Hypertension,128613117.0,1.94,30.5,0.0967,2495094.0,1364816.0,1130278.0,3.0,7.0,35.0,55.0,80.0,20.0,70.66,2.37,4.26,Medication,78.2,116.16,-25.13,284.0,High,64.4,11402.14,0.71,79.6
577.0,Japan,2010.0,Rabies,128070000.0,0.01,0.01,0.4095,12807.0,8401.0,4406.0,10.0,23.0,41.0,26.0,91.0,9.0,89.87,3.21,7.51,Medication,21.16,0.14,3.04,1413.0,Medium,84.73,44927.72,0.84,91.4
578.0,Germany,2018.0,Cancer,82905782.0,0.66,9.41,0.1373,547178.0,281797.0,265381.0,1.0,7.0,43.0,49.0,77.0,23.0,85.75,3.68,10.57,Surgery,66.64,39.82,-7.47,27638.0,High,81.23,48603.59,0.94,77.3
579.0,Germany,2016.0,Hypertension,82348669.0,1.59,28.71,0.0,1309344.0,699190.0,610154.0,1.0,5.0,42.0,51.0,77.0,23.0,84.93,4.14,5.41,Medication,86.51,110.3,-23.22,2674.0,High,80.17,42747.46,0.94,77.1
580.0,South Africa,2010.0,Cholera,52344051.0,1.8,1.85,0.2368,942193.0,526686.0,415507.0,28.0,30.0,25.0,17.0,62.0,38.0,56.36,1.3,2.88,Medication,77.18,25.03,-24.95,77.0,Medium,51.52,7973.47,0.7,61.8
581.0,Brazil,2019.0,Tuberculosis,207455459.0,0.22,1.3,0.1417,456402.0,287077.0,169325.0,21.0,24.0,30.0,24.0,86.0,14.0,71.41,1.09,4.91,Medication,73.57,6.3,22.08,369.0,Medium,64.3,9029.83,0.7,85.8
582.0,Saudi Arabia,2002.0,Hypertension,17910910.0,0.68,13.11,0.1054,121794.0,62480.0,59314.0,1.0,8.0,35.0,56.0,79.0,21.0,62.46,1.96,3.51,Medication,75.75,52.79,,1264.0,High,65.04,10586.06,0.59,79.5
583.0,USA,2019.0,Parkinson's Disease,330226227.0,,,,,,,,,,,,,84.11,2.61,2.65,Therapy,75.91,0.0,-19.46,42170.0,Low,78.17,63767.42,0.92,82.2
584.0,United Kingdom,2018.0,Polio,66289000.0,0.0,0.0,0.0186,1349.0,676.0,673.0,35.0,20.0,10.0,36.0,82.0,18.0,84.54,4.08,5.43,Medication,88.51,0.0,5.6,476.0,Medium,80.09,43017.61,0.92,82.3
585.0,China,2005.0,Polio,1303720000.0,0.0,0.0,0.1212,40104.0,20012.0,20092.0,42.0,20.0,10.0,28.0,42.0,58.0,51.8,1.29,2.88,Medication,76.66,0.0,1.79,5.0,High,58.28,1744.97,0.53,41.5
586.0,Brazil,2022.0,Cancer,210306415.0,0.62,8.33,0.1943,1303900.0,700194.0,603706.0,6.0,9.0,35.0,50.0,86.0,14.0,70.6,1.2,2.21,Medication,61.44,33.83,9.39,7488.0,Medium,61.31,9281.33,0.71,86.5
587.0,Russia,2002.0,Hepatitis,145306497.0,0.05,0.35,0.1477,72653.0,43446.0,29207.0,8.0,15.0,35.0,42.0,73.0,27.0,64.16,1.01,3.86,Medication,65.6,1.73,,33.0,High,59.98,2384.2,0.79,73.2
588.0,Turkey,2013.0,Cholera,76147624.0,0.01,0.0,0.1083,4277.0,2267.0,2010.0,27.0,30.0,25.0,18.0,71.0,29.0,65.46,2.42,3.55,Medication,86.21,0.0,5.99,285.0,Medium,65.06,12536.14,0.72,71.5
589.0,Saudi Arabia,2006.0,Cholera,21459144.0,0.0,0.0,0.104,492.0,258.0,234.0,23.0,30.0,25.0,23.0,80.0,20.0,66.79,1.41,4.16,Medication,87.26,0.0,4.1,658.0,Medium,67.9,17540.2,0.63,80.5
590.0,Russia,2002.0,COVID-19,145306497.0,3.59,4.15,0.2439,5216503.0,2769963.0,2446540.0,18.0,25.0,30.0,27.0,73.0,27.0,64.16,2.46,3.96,Medication,69.25,35.05,,949.0,,59.98,2384.2,0.79,73.2
591.0,United Kingdom,2007.0,Dengue,61322463.0,0.01,0.0,0.0532,3067.0,1524.0,1543.0,27.0,35.0,25.0,13.0,81.0,19.0,83.29,3.38,6.38,Medication,97.28,0.0,21.37,895.0,Low,78.96,50225.77,0.86,80.9
592.0,Mexico,2004.0,Tuberculosis,104394131.0,0.19,1.47,0.1447,198349.0,120001.0,78348.0,23.0,26.0,30.0,21.0,74.0,26.0,57.01,2.47,3.07,Medication,68.33,7.2,,129.0,Medium,59.76,7849.67,0.6,74.2
593.0,Canada,2023.0,Asthma,40083484.0,0.72,9.61,0.0462,288601.0,134199.0,154402.0,18.0,25.0,30.0,26.0,81.0,19.0,88.6,4.44,3.56,Medication,99.55,46.8,-27.93,2268.0,High,84.7,54517.04,0.91,80.9
594.0,Japan,2011.0,Hepatitis,127833000.0,0.18,1.12,0.0153,230099.0,138980.0,91119.0,1.0,13.0,41.0,45.0,91.0,9.0,89.29,4.03,11.63,Medication,83.85,6.82,-43.28,1425.0,High,83.83,48659.8,0.84,91.4
595.0,Argentina,2001.0,Ebola,37624825.0,0.0,0.0,0.5423,1850.0,934.0,916.0,14.0,26.0,35.0,25.0,89.0,11.0,62.42,1.57,2.12,Medication,44.03,0.0,,3086.0,,59.11,7743.15,0.75,89.1
596.0,United Kingdom,2022.0,Parkinson's Disease,67604000.0,,,,,,,,,,,,,81.97,4.24,8.6,Medication,76.68,0.0,32.92,36627.0,Low,76.09,45674.3,0.94,82.9
597.0,Nigeria,2001.0,Measles,129862595.0,0.66,0.73,0.1217,857093.0,451688.0,405405.0,56.0,22.0,9.0,13.0,37.0,63.0,37.55,0.78,0.75,Medication,74.53,6.57,,5.0,Medium,41.61,570.07,0.39,36.8
598.0,Germany,2003.0,Measles,82534176.0,4.02,4.04,0.0283,3317874.0,1658937.0,1658937.0,47.0,19.0,13.0,22.0,75.0,25.0,82.46,4.33,7.7,Medication,96.96,47.8,,776.0,Medium,77.45,30869.15,0.9,75.4
599.0,Japan,2011.0,Polio,127833000.0,0.0,0.0,0.0,1366.0,695.0,671.0,35.0,18.0,16.0,31.0,91.0,9.0,89.29,2.96,10.35,Vaccination,90.94,0.0,-27.6,326.0,High,83.83,48659.8,0.84,91.4
600.0,Saudi Arabia,2023.0,Malaria,33702731.0,0.0,0.0,0.0095,1607.0,887.0,720.0,28.0,30.0,25.0,17.0,85.0,15.0,82.19,1.11,2.85,Medication,92.47,0.0,-20.14,804.0,Medium,76.07,32093.96,0.8,84.8
601.0,United Kingdom,2020.0,Rabies,66744000.0,0.01,0.01,0.4513,6674.0,4338.0,2336.0,9.0,25.0,35.0,31.0,83.0,17.0,82.78,3.88,6.57,Medication,24.63,0.08,-44.82,2961.0,Low,77.44,40040.15,0.92,82.6
602.0,United Kingdom,2019.0,Ebola,66631000.0,0.01,0.0,0.6141,4523.0,2262.0,2262.0,4.0,25.0,35.0,36.0,82.0,18.0,84.67,4.04,5.98,Therapy,35.25,0.0,2.97,41458.0,Low,80.24,42487.95,0.92,82.5
603.0,France,2015.0,Zika,66548272.0,0.01,0.0,0.0023,4855.0,2316.0,2539.0,20.0,30.0,14.0,36.0,79.0,21.0,82.82,3.73,7.11,Medication,99.9,0.0,0.93,495.0,,76.93,36410.97,0.81,79.3
604.0,China,2016.0,Dengue,1387790000.0,0.01,0.0,0.0945,97448.0,49601.0,47847.0,30.0,35.0,25.0,10.0,54.0,46.0,65.27,1.16,3.66,Medication,86.71,0.0,25.37,219.0,Medium,65.36,8000.64,0.65,53.6
605.0,Indonesia,2011.0,Diabetes,249470032.0,0.81,8.69,0.134,2020707.0,1081078.0,939629.0,7.0,15.0,40.0,38.0,49.0,51.0,59.55,0.26,0.89,Medication,70.29,31.94,-0.92,164.0,Medium,58.1,3579.46,0.61,49.2
606.0,Australia,2018.0,Dengue,24963258.0,0.0,0.0,0.049,293.0,150.0,143.0,25.0,35.0,30.0,11.0,86.0,14.0,88.26,4.49,4.77,Medication,98.2,0.0,-25.17,2210.0,Medium,84.96,57920.55,0.92,85.8
607.0,Turkey,2009.0,Ebola,72039206.0,0.0,0.0,0.4884,2109.0,1065.0,1044.0,13.0,25.0,35.0,27.0,69.0,31.0,62.6,1.98,1.62,Medication,48.16,0.0,47.46,11301.0,,63.9,8960.06,0.58,69.5
608.0,Argentina,2017.0,Hypertension,44288894.0,0.71,12.11,0.0633,314451.0,167917.0,146534.0,3.0,8.0,35.0,54.0,91.0,9.0,69.99,1.86,2.48,Medication,79.03,47.79,-21.75,226.0,High,63.26,14532.5,0.86,91.2
609.0,Argentina,2008.0,Tuberculosis,40424148.0,0.17,0.97,0.1659,68721.0,41645.0,27076.0,23.0,25.0,30.0,22.0,90.0,10.0,64.25,1.19,2.47,Medication,73.45,4.11,-28.96,137.0,Medium,59.19,9045.2,0.8,90.0
610.0,Australia,2012.0,Ebola,22733465.0,0.0,0.0,0.3259,394.0,201.0,193.0,6.0,25.0,39.0,30.0,85.0,15.0,87.81,3.42,7.66,Therapy,52.57,0.0,-17.98,20932.0,,84.33,69650.83,0.91,85.2
611.0,Argentina,2018.0,Asthma,44654882.0,0.24,4.31,0.0315,107172.0,50156.0,57016.0,26.0,25.0,25.0,24.0,91.0,9.0,69.45,2.19,2.38,Medication,90.83,22.03,-39.81,56.0,Medium,62.48,11752.8,0.87,91.3
612.0,Saudi Arabia,2014.0,Rabies,28309273.0,0.01,0.01,0.6674,2831.0,1883.0,948.0,11.0,25.0,35.0,30.0,82.0,18.0,74.97,1.25,4.34,Medication,20.24,0.16,-14.16,572.0,Medium,72.96,26436.39,0.72,82.5
613.0,China,2019.0,Asthma,1407745000.0,0.52,7.46,0.0431,7320274.0,3447849.0,3872425.0,24.0,25.0,25.0,26.0,57.0,43.0,68.73,1.47,4.58,Medication,91.27,28.13,-29.41,62.0,Medium,67.0,10031.45,0.68,56.9
614.0,Indonesia,2013.0,Rabies,255852467.0,0.01,0.01,0.8068,25585.0,17551.0,8034.0,17.0,25.0,35.0,23.0,50.0,50.0,61.7,0.6,1.14,Medication,17.33,0.29,9.11,43.0,Medium,59.33,3566.6,0.63,50.5
615.0,Nigeria,2024.0,Diabetes,232679478.0,0.9,10.18,0.1044,2094115.0,1168516.0,925599.0,9.0,16.0,42.0,33.0,54.0,46.0,61.1,0.44,0.9,Medication,66.53,43.29,-19.72,340.0,Medium,53.87,1645.51,0.55,54.0
616.0,Germany,2020.0,HIV/AIDS,83160871.0,0.14,1.04,0.1716,116425.0,65780.0,50645.0,2.0,27.0,43.0,28.0,78.0,22.0,84.79,4.67,10.33,Therapy,79.89,5.17,-39.69,3195.0,High,79.77,47114.71,0.95,77.6
617.0,Germany,2013.0,Alzheimer's Disease,80645605.0,,,,,,,,,,,,,83.9,4.72,7.59,Therapy,65.23,0.0,-15.29,27588.0,Medium,78.88,46989.29,0.94,76.7
618.0,United Kingdom,2020.0,HIV/AIDS,66744000.0,0.19,1.17,0.1298,126814.0,71904.0,54910.0,4.0,30.0,35.0,31.0,83.0,17.0,82.78,4.17,7.23,Medication,83.68,6.43,-33.55,3245.0,Medium,77.44,40040.15,0.92,82.6
619.0,Russia,2008.0,Diabetes,142742366.0,0.79,8.96,0.1141,1127665.0,593152.0,534513.0,6.0,15.0,40.0,39.0,74.0,26.0,66.87,2.43,2.93,Medication,68.69,33.45,-34.15,862.0,High,61.67,11661.82,0.81,73.6
620.0,Saudi Arabia,2005.0,Tuberculosis,20559890.0,0.04,0.24,0.177,8224.0,5050.0,3174.0,18.0,25.0,30.0,27.0,80.0,20.0,65.32,1.74,3.87,Medication,74.71,1.38,59.78,536.0,Medium,66.64,15963.4,0.62,80.3
621.0,India,2018.0,Alzheimer's Disease,1374659064.0,,,,,,,,,,,,,63.67,0.42,0.88,Medication,54.85,0.0,4.72,1768.0,Low,60.81,2010.34,0.53,33.8
622.0,Turkey,2008.0,Alzheimer's Disease,71051678.0,,,,,,,,,,,,,61.45,2.05,4.13,Therapy,57.2,0.0,6.92,5966.0,Low,63.01,10766.12,0.56,69.0
623.0,United Kingdom,2024.0,HIV/AIDS,69226000.0,0.25,2.12,0.1266,173065.0,96224.0,76841.0,3.0,30.0,35.0,32.0,83.0,17.0,82.24,3.35,8.17,Medication,85.03,10.57,-16.11,4380.0,Medium,76.4,49224.06,0.94,83.0
624.0,Italy,2008.0,Leprosy,59211181.0,0.0,0.0,,1108.0,666.0,442.0,6.0,18.0,46.0,31.0,68.0,32.0,81.43,3.8,5.56,Medication,87.44,0.0,4.02,7371.0,Medium,75.9,40588.32,0.78,68.2
625.0,South Africa,2020.0,Parkinson's Disease,60562381.0,,,,,,,,,,,,,62.19,1.59,3.49,Medication,63.96,0.0,-19.7,5236.0,Low,53.28,5585.83,0.74,65.6
626.0,Japan,2012.0,Measles,127629000.0,0.58,0.69,0.0,740248.0,367903.0,372345.0,44.0,18.0,14.0,23.0,91.0,9.0,89.65,3.06,3.51,Vaccination,100.0,5.79,-2.06,866.0,High,84.34,49030.31,0.85,91.5
627.0,Saudi Arabia,2000.0,Cholera,16177722.0,0.0,0.0,0.1312,728.0,376.0,352.0,24.0,30.0,25.0,21.0,79.0,21.0,60.65,1.83,4.69,Medication,85.19,0.0,,572.0,Medium,64.1,11714.56,0.57,79.0
628.0,Argentina,2022.0,Zika,45407904.0,0.01,0.0,0.0089,2409.0,1202.0,1207.0,26.0,29.0,10.0,35.0,92.0,8.0,67.29,1.79,1.5,Vaccination,96.16,0.0,-24.69,75.0,Medium,58.34,13935.68,0.87,91.9
629.0,Russia,2013.0,Tuberculosis,143805638.0,0.04,0.27,0.1991,57522.0,35146.0,22376.0,20.0,25.0,30.0,25.0,74.0,26.0,68.75,1.81,1.89,Medication,71.41,1.44,-20.27,357.0,Medium,62.75,15853.42,0.82,74.0
630.0,South Korea,2000.0,Ebola,47008111.0,0.01,0.0,0.3936,3622.0,1807.0,1815.0,13.0,25.0,35.0,27.0,78.0,22.0,65.94,3.84,10.26,Medication,47.62,0.0,,14503.0,,68.56,12782.65,0.79,78.0
631.0,India,2015.0,Zika,1328024498.0,0.0,0.0,0.0556,18226.0,9386.0,8840.0,30.0,31.0,10.0,29.0,33.0,67.0,60.32,0.54,0.77,Medication,86.28,0.0,51.94,52.0,None,59.32,1616.51,0.52,32.7
632.0,Nigeria,2022.0,Polio,223150896.0,0.0,0.0,0.0911,9033.0,4905.0,4128.0,44.0,21.0,12.0,23.0,52.0,48.0,58.55,0.3,1.31,Medication,71.86,0.0,6.57,12.0,Medium,52.25,2128.87,0.55,52.5
633.0,Saudi Arabia,2007.0,Cancer,22368313.0,0.97,18.63,0.2175,216973.0,110439.0,106534.0,2.0,10.0,35.0,53.0,81.0,19.0,67.83,1.31,2.72,Medication,60.07,82.33,26.54,9082.0,Medium,68.56,18583.76,0.63,80.8
634.0,South Korea,2023.0,COVID-19,51712619.0,2.61,3.13,0.3055,1349699.0,750433.0,599266.0,13.0,25.0,30.0,32.0,82.0,18.0,86.91,4.48,4.77,Vaccination,73.37,31.92,5.04,6687.0,Medium,80.98,35538.22,0.88,81.9
635.0,Germany,2001.0,Zika,82349925.0,0.0,0.0,0.0057,1487.0,706.0,781.0,23.0,29.0,14.0,34.0,75.0,25.0,81.95,4.34,3.24,Medication,96.7,0.0,,702.0,,76.83,23999.61,0.88,75.1
636.0,Argentina,2011.0,Ebola,41730660.0,0.01,0.0,0.5213,3238.0,1671.0,1567.0,12.0,25.0,35.0,28.0,90.0,10.0,66.25,1.47,4.21,Therapy,47.83,0.0,4.36,4117.0,,60.67,12704.28,0.84,90.4
637.0,South Africa,2011.0,Measles,52995205.0,0.83,1.07,0.0761,439860.0,236205.0,203655.0,52.0,20.0,8.0,20.0,62.0,38.0,57.12,1.72,3.15,Medication,83.83,10.27,-35.16,40.0,High,51.91,8646.06,0.7,62.2
638.0,India,2001.0,Cancer,1077898575.0,0.43,4.31,0.324,4634964.0,2447261.0,2187703.0,11.0,12.0,35.0,42.0,27.0,73.0,42.7,0.24,0.91,Medication,51.77,16.18,,1180.0,Medium,49.64,455.2,0.37,27.4
639.0,Turkey,2005.0,Hepatitis,69329557.0,0.37,3.66,0.1209,256519.0,157246.0,99273.0,8.0,16.0,35.0,41.0,67.0,33.0,59.66,1.94,4.25,Medication,70.82,17.03,-13.3,254.0,Medium,62.44,7303.01,0.53,67.5
640.0,Russia,2014.0,COVID-19,144237223.0,3.56,4.84,0.2023,5134845.0,2839569.0,2295276.0,15.0,25.0,30.0,30.0,74.0,26.0,68.62,2.2,1.5,Medication,73.6,38.29,21.44,1497.0,,62.34,14208.95,0.83,74.1
641.0,Turkey,2000.0,Hypertension,65425961.0,0.88,15.86,0.0864,575748.0,293631.0,282117.0,6.0,9.0,35.0,50.0,65.0,35.0,55.98,2.23,1.75,Medication,73.59,60.82,,709.0,High,60.66,4192.45,0.49,65.0
642.0,Australia,2009.0,Leprosy,21691653.0,0.0,0.0,,563.0,338.0,225.0,7.0,20.0,43.0,30.0,85.0,15.0,86.93,2.98,8.62,Medication,89.82,0.0,37.33,8459.0,Medium,83.1,46699.79,0.9,84.9
643.0,United Kingdom,2010.0,Alzheimer's Disease,62766365.0,,,,,,,,,,,,,83.08,4.39,8.53,Medication,64.32,0.0,-30.58,22395.0,Low,78.28,39448.05,0.9,81.3
644.0,South Korea,2022.0,Diabetes,51672569.0,0.63,10.28,0.1018,325537.0,170907.0,154630.0,4.0,15.0,40.0,41.0,82.0,18.0,86.13,4.67,5.8,Medication,82.08,47.07,24.08,3511.0,High,80.64,34748.47,0.88,81.7
645.0,India,2017.0,Asthma,1359657400.0,0.15,2.76,0.0,2039486.0,980993.0,1058493.0,29.0,26.0,25.0,20.0,33.0,67.0,62.39,0.46,0.43,Medication,81.94,9.91,-42.72,58.0,Medium,60.09,1930.14,0.54,33.5
646.0,Turkey,2023.0,Parkinson's Disease,85325965.0,,,,,,,,,,,,,74.02,2.45,2.47,Therapy,73.35,0.0,10.13,13340.0,Low,70.25,12813.64,0.79,76.5
647.0,Russia,2019.0,Zika,145453291.0,0.0,0.0,0.0612,2726.0,1349.0,1377.0,24.0,30.0,10.0,36.0,75.0,25.0,70.21,2.15,1.77,Medication,91.69,0.0,-8.58,61.0,Medium,63.0,11554.49,0.85,74.5
648.0,United Kingdom,2000.0,Cancer,58892514.0,0.52,9.82,0.1795,306241.0,149139.0,157102.0,4.0,10.0,35.0,51.0,80.0,20.0,80.95,3.12,4.94,Medication,61.56,49.1,,17272.0,Medium,75.9,28200.68,0.8,80.0
649.0,USA,2019.0,Ebola,330226227.0,0.01,0.0,0.6221,17731.0,8990.0,8741.0,4.0,25.0,40.0,31.0,82.0,18.0,84.11,3.61,9.68,Therapy,38.46,0.0,23.04,63131.0,Medium,78.17,63767.42,0.92,82.2
650.0,Italy,2019.0,Dengue,59729081.0,0.01,0.0,0.0136,4361.0,2259.0,2102.0,22.0,32.0,33.0,13.0,70.0,30.0,82.94,4.33,9.86,Medication,97.56,0.0,-3.14,1421.0,Medium,76.9,33587.26,0.81,69.9
651.0,Mexico,2008.0,Measles,110374288.0,3.79,3.97,0.0357,4183186.0,2125058.0,2058128.0,53.0,20.0,8.0,19.0,75.0,25.0,60.73,1.1,4.89,Medication,86.58,42.67,-7.61,37.0,High,61.57,10523.77,0.63,75.4
652.0,Canada,2014.0,Influenza,35434066.0,10.77,12.66,0.0419,3816249.0,1927206.0,1889043.0,21.0,25.0,34.0,20.0,79.0,21.0,88.53,2.69,8.7,Medication,100.0,107.25,36.91,387.0,High,85.0,50674.56,0.9,79.4
653.0,South Africa,2016.0,Hypertension,57259551.0,1.5,25.89,0.0622,858893.0,479262.0,379631.0,4.0,8.0,35.0,54.0,64.0,36.0,61.01,1.36,2.69,Medication,69.76,125.48,11.21,53.0,Medium,54.01,5650.89,0.71,64.1
654.0,Indonesia,2013.0,Cholera,255852467.0,2.0,2.54,0.156,5117049.0,2845079.0,2271970.0,27.0,30.0,25.0,18.0,50.0,50.0,61.7,0.8,1.35,Medication,81.49,26.59,27.4,46.0,Low,59.33,3566.6,0.63,50.5
655.0,USA,2016.0,Hepatitis,324353340.0,0.42,2.25,0.0,1362284.0,830993.0,531291.0,1.0,15.0,39.0,45.0,82.0,18.0,83.8,2.86,4.76,Medication,81.18,12.02,7.02,2528.0,High,77.83,57126.64,0.91,81.7
656.0,France,2023.0,Cholera,68287487.0,0.0,0.0,0.0377,661.0,356.0,305.0,18.0,30.0,30.0,21.0,80.0,20.0,81.24,2.73,2.74,Medication,99.5,0.0,-25.49,2247.0,Medium,74.7,44451.29,0.83,80.5
657.0,Russia,2013.0,HIV/AIDS,143805638.0,0.2,1.2,0.2809,287611.0,163651.0,123960.0,10.0,30.0,35.0,25.0,74.0,26.0,68.75,2.06,1.57,Medication,66.51,5.37,-6.19,1110.0,Medium,62.75,15853.42,0.82,74.0
658.0,United Kingdom,2013.0,Diabetes,64139000.0,0.8,10.38,0.0161,513112.0,266818.0,246294.0,1.0,15.0,40.0,44.0,82.0,18.0,83.64,3.92,4.67,Medication,76.39,43.51,-5.37,2334.0,Medium,78.98,43250.19,0.92,81.7
